,식당명,별점,구,주소,음식종류,가격대,리뷰날짜,리뷰평가,리뷰수,맛있다수,괜찮다수,별로다수,평점
2611,백미원,3.9,광진구, 서울특별시 광진구 아차산로 224,중식, 만원 미만,2022-02-13,맛있다,7,4.0,3.0,0.0,2.2285714285714286
2612,매화반점,3.8,광진구, 서울특별시 광진구 동일로18길 105,중식, 만원-2만원,2022-01-25,맛있다,189,105.0,51.0,33.0,0.7841269841269842
2613,신토불이떡볶이,3.8,광진구, 서울특별시 광진구 자양로43길 42,한식, 만원 미만,2022-07-28,맛있다,214,100.0,69.0,45.0,0.17757009345794383
2614,미분당,3.8,광진구, 서울특별시 광진구 군자로3길 27 1F,다국적음식, 만원-2만원,2022-07-05,맛있다,99,77.0,12.0,10.0,2.1878787878787875
2615,골목에골목,3.8,광진구, 서울특별시 광진구 아차산로33길 51-4 2F,한식, 만원 미만,2020-09-22,맛있다,75,46.0,21.0,8.0,1.5199999999999996
2616,봉자마라탕,3.8,광진구, 서울특별시 광진구 동일로18길 22,중식, 만원-2만원,2022-06-25,별로,40,27.0,10.0,3.0,1.995
2617,더뷔페,3.8,광진구, 서울특별시 광진구 워커힐로 177 그랜드 워커힐 본관 2F,기타, 4만원 이상,2021-11-13,맛있다,29,17.0,10.0,2.0,1.7034482758620688
2618,돕감자탕전문점,3.8,광진구, 서울특별시 광진구 아차산로31길 9,한식, 만원 미만,2021-11-19,맛있다,80,50.0,22.0,8.0,1.615
2619,깍뚝,3.8,광진구, 서울특별시 광진구 능동로19길 36,한식, 만원-2만원,2022-03-22,별로,26,19.0,4.0,3.0,1.9
2620,카페래디언트,3.8,광진구, 서울특별시 광진구 능동로38길 41,카페/디저트, 만원 미만,2022-01-27,맛있다,21,15.0,5.0,1.0,2.3523809523809525
2621,가츠시,3.8,광진구, 서울특별시 광진구 광나루로 418,일식, 만원 미만,2022-02-11,괜찮다,23,14.0,7.0,2.0,1.6521739130434783
2622,보라젤라또,3.8,광진구, 서울특별시 광진구 동일로24길 59 1F,카페/디저트, 만원 미만,2022-07-23,괜찮다,11,8.0,3.0,0.0,2.7636363636363637
2623,마리모,3.8,광진구, 서울특별시 광진구 면목로 22-1,일식, 만원 미만,2022-03-09,맛있다,15,11.0,3.0,1.0,2.2800000000000002
2624,고망고,3.8,광진구, 서울특별시 광진구 아차산로30길 8 1F,카페/디저트, 만원 미만,2022-01-20,맛있다,7,5.0,1.0,1.0,1.6285714285714288
2625,훈춘양꼬치,3.8,광진구, 서울특별시 광진구 아차산로34길 38,중식, 만원-2만원,2022-03-07,괜찮다,9,7.0,2.0,0.0,2.9555555555555553
2626,능동국시,3.8,광진구, 서울특별시 광진구 능동로35길 23,한식, 만원 미만,2022-03-16,괜찮다,7,5.0,2.0,0.0,2.7142857142857144
2627,홍콩반점0410,3.8,광진구, 서울특별시 광진구 아차산로 221,중식, 만원 미만,2022-07-05,맛있다,11,7.0,4.0,0.0,2.418181818181818
2628,호야초밥참치전문점,3.7,광진구, 서울특별시 광진구 능동로13길 36,일식, 만원-2만원,2022-04-23,괜찮다,386,222.0,92.0,72.0,0.7476683937823836
2629,잇타이,3.7,광진구, 서울특별시 광진구 동일로20길 105,다국적음식, 만원-2만원,2022-04-08,괜찮다,74,42.0,21.0,11.0,1.0
2630,로니로티,3.7,광진구, 서울특별시 광진구 아차산로 225,양식, 만원-2만원,2022-04-06,맛있다,74,42.0,20.0,12.0,0.8999999999999999
2631,복만루,3.7,광진구, 서울특별시 광진구 동일로18길 43,중식, 만원-2만원,2021-07-02,맛있다,67,39.0,22.0,6.0,1.491044776119403
2632,꽁비비알,3.7,광진구, 서울특별시 광진구 자양강변길 89,다국적음식, 만원-2만원,2022-03-15,괜찮다,9,5.0,4.0,0.0,2.0555555555555554
2633,최신족발,3.7,광진구, 서울특별시 광진구 아차산로29길 63,한식, 만원-2만원,2022-01-25,맛있다,28,15.0,12.0,1.0,1.717857142857143
2634,조용한주택,3.7,광진구, 서울특별시 광진구 동일로24길 24,양식, 만원-2만원,2 일 전,괜찮다,14,13.0,1.0,0.0,3.435714285714286
2635,매화반점,3.7,광진구, 서울특별시 광진구 동일로18길 96,중식, 만원-2만원,2019-08-18,별로,43,28.0,11.0,4.0,1.7209302325581395
2636,하루,3.7,광진구, 서울특별시 광진구 면목로 53 1F,주점, 2만원-3만원,2022-08-10,맛있다,13,11.0,2.0,0.0,3.130769230769231
2637,스시텐,3.7,광진구, 서울특별시 광진구 구의강변로 86,일식, 만원-2만원,2021-10-28,괜찮다,42,32.0,6.0,4.0,2.1142857142857143
2638,프언타이,3.7,광진구, 서울특별시 광진구 아차산로 431 강변SK뷰 상가3동 B103호,다국적음식, 만원-2만원,2021-10-17,별로,26,19.0,2.0,5.0,1.2807692307692304
2639,벨롱에스프레소,3.7,광진구, 서울특별시 광진구 능동로17길 34 1F,카페/디저트, 만원 미만,2021-11-18,맛있다,24,13.0,10.0,1.0,1.6958333333333335
2640,복만루,3.7,광진구, 서울특별시 광진구 동일로20길 106 2F,중식, 만원-2만원,2021-02-27,맛있다,11,7.0,3.0,1.0,1.681818181818182
2641,청두인상,3.7,광진구, 서울특별시 광진구 동일로18길 65,중식, 만원-2만원,2022-01-24,맛있다,7,3.0,4.0,0.0,1.5857142857142859
2642,능동샐러드,3.7,광진구, 서울특별시 광진구 능동로13길 10-7 2F,양식, 만원 미만,2022-05-30,괜찮다,15,10.0,4.0,1.0,1.9733333333333334
2643,순곱이네,3.7,광진구, 서울특별시 광진구 동일로24길 93,한식, 만원-2만원,2022-05-07,맛있다,13,10.0,3.0,0.0,2.8461538461538463
2644,피자컴퍼니,3.7,광진구, 서울특별시 광진구 능동로32길 12 1F,양식, 만원 미만,2022-06-23,맛있다,10,5.0,4.0,1.0,1.11
2645,스시붐,3.7,광진구, 서울특별시 광진구 광나루로17길 14-5,일식, 만원 미만,2021-12-29,맛있다,14,8.0,6.0,0.0,2.1142857142857143
2646,해란양꼬치,3.7,광진구, 서울특별시 광진구 동일로18길 73,중식, 2만원-3만원,2022-08-09,맛있다,6,4.0,2.0,0.0,2.466666666666667
2647,어멍네고기국수,3.7,광진구, 서울특별시 광진구 능동로13길 77,한식, 만원 미만,2022-05-07,맛있다,13,11.0,0.0,2.0,1.9923076923076928
2648,카페 아르무아,3.6,광진구, 서울특별시 광진구 동일로22길 117-27,카페/디저트, 만원 미만,2021-06-08,괜찮다,22,12.0,10.0,0.0,1.9636363636363638
2649,중경소면관,3.6,광진구, 서울특별시 광진구 아차산로30길 42,중식, 만원 미만,2020-10-27,맛있다,24,18.0,3.0,3.0,1.7999999999999998
2650,노다메,3.6,광진구, 서울특별시 광진구 아차산로33길 90 2F,일식, 만원 미만,2022-07-19,괜찮다,56,32.0,21.0,3.0,1.6714285714285717
2651,더파빌리온,3.6,광진구, 서울특별시 광진구 워커힐로 177 그랜드 워커힐 본관 1F,카페/디저트, 만원-2만원,2022-06-14,괜찮다,19,7.0,11.0,1.0,0.9473684210526314
2652,조씨네고기국수,3.6,광진구, 서울특별시 광진구 군자로3길 23,한식, 만원 미만,2022-02-04,괜찮다,51,30.0,16.0,5.0,1.4117647058823528
2653,산골닭갈비,3.6,광진구, 서울특별시 광진구 구의강변로7길 5,한식, 만원 미만,2022-06-12,괜찮다,32,16.0,13.0,3.0,1.125
2654,글래시,3.6,광진구, 서울특별시 광진구 능동로 23-14 1F,주점, 3만원-4만원,2022-07-05,맛있다,71,69.0,1.0,1.0,3.3971830985915497
2655,어반나이프,3.6,광진구, 서울특별시 광진구 구의강변로 85,다국적음식, 만원 미만,2022-07-02,맛있다,37,12.0,18.0,7.0,-0.19459459459459438
2656,카페드라이,3.6,광진구, 서울특별시 광진구 아차산로 216-12,카페/디저트, 만원 미만,2022-05-24,괜찮다,13,7.0,3.0,3.0,0.2769230769230768
2657,반둥식당,3.6,광진구, 서울특별시 광진구 아차산로 200 커먼그라운드 3F,다국적음식, 만원 미만,2022-08-01,별로,16,10.0,4.0,2.0,1.35
2658,하이디라오,3.6,광진구, 서울특별시 광진구 능동로 110 스타시티 영존 A동 2F,중식, 2만원-3만원,2022-07-17,맛있다,23,16.0,5.0,2.0,1.8782608695652177
2659,초밥짓는원숭이,3.6,광진구, 서울특별시 광진구 능동로13길 27 1F,일식, 만원-2만원,2021-04-21,맛있다,33,16.0,15.0,2.0,1.309090909090909
2660,아찌떡볶이,3.6,광진구, 서울특별시 광진구 아차산로29길 53,한식, 만원 미만,2021-12-06,맛있다,36,17.0,15.0,4.0,0.9000000000000001
2661,건대스시,3.6,광진구, 서울특별시 광진구 능동로13길 19,일식, 만원-2만원,2020-12-11,맛있다,50,21.0,27.0,2.0,1.2240000000000002
2662,겐로쿠우동,3.6,광진구, 서울특별시 광진구 능동로 111,일식, 만원 미만,2022-07-02,맛있다,62,39.0,18.0,5.0,1.6838709677419357
2663,아웃닭,3.6,광진구, 서울특별시 광진구 동일로22길 51,한식, 만원-2만원,2021-10-28,괜찮다,22,16.0,6.0,0.0,2.618181818181818
2664,감성타코,3.6,광진구, 서울특별시 광진구 능동로13길 39 2F,다국적음식, 만원-2만원,2020-08-30,맛있다,13,8.0,4.0,1.0,1.6615384615384616
2665,사대분식,3.6,광진구, 서울특별시 광진구 능동로 197,한식, 만원 미만,2020-10-03,맛있다,19,10.0,8.0,1.0,1.5157894736842104
2666,옛집,3.6,광진구, 서울특별시 광진구 아차산로76가길 18,한식, 만원 미만,2022-07-10,맛있다,12,8.0,2.0,2.0,1.2
2667,도쿄빙수,3.5,광진구, 서울특별시 광진구 아차산로31길 45 1F,카페/디저트, 만원 미만,2022-06-02,맛있다,31,19.0,10.0,2.0,1.693548387096774
2668,도치피자,3.5,광진구, 서울특별시 광진구 아차산로62길 14-4,양식, 2만원-3만원,2021-10-17,별로,30,20.0,8.0,2.0,1.8666666666666667
2669,민벅,3.5,광진구, 서울특별시 광진구 능동로13길 39 한아름쇼핑센터,양식, 만원 미만,2022-08-11,맛있다,34,15.0,10.0,9.0,-0.3088235294117647
2670,아차산손두부,3.5,광진구, 서울특별시 광진구 영화사로 68,한식, 만원 미만,2022-04-28,괜찮다,6,3.0,2.0,1.0,0.5833333333333333
2671,신사소곱창,3.4,광진구, 서울특별시 광진구 아차산로31길 39,한식, 만원-2만원,2021-04-22,맛있다,58,33.0,15.0,10.0,0.7620689655172415
2672,안다즈커피,3.4,광진구, 서울특별시 광진구 천호대로132길 10,카페/디저트, 만원 미만,2022-04-06,괜찮다,21,13.0,3.0,5.0,0.4857142857142853
2673,송림식당,3.4,광진구, 서울특별시 광진구 자양번영로 79 송림주차타워,한식, 만원 미만,2022-03-21,맛있다,55,26.0,16.0,13.0,0.0
2674,마우스래빗,3.4,광진구, 서울특별시 광진구 능동로11길 10,카페/디저트, 만원 미만,2022-03-13,괜찮다,41,19.0,18.0,4.0,0.9121951219512193
2675,멘쇼,3.4,광진구, 서울특별시 광진구 군자로2길 3,일식, 만원 미만,2022-06-05,맛있다,32,19.0,7.0,6.0,0.7437499999999999
2676,메이빌,3.4,광진구, 서울특별시 광진구 아차산로29길 7 B1,양식, 2만원-3만원,2022-08-02,괜찮다,35,17.0,11.0,7.0,0.29142857142857115
2677,아날로그키친,3.4,광진구, 서울특별시 광진구 아차산로 200 3F,양식, 만원-2만원,2022-04-14,괜찮다,28,10.0,17.0,1.0,0.9714285714285713
2678,Cafe k375,3.4,광진구, 서울특별시 광진구 아차산로33길 68 1F,카페/디저트, 만원 미만,2021-04-26,맛있다,29,11.0,14.0,4.0,0.3517241379310344
2679,펠어커피,3.4,광진구, 서울특별시 광진구 아차산로59길 63 1F,카페/디저트, 만원 미만,2021-05-29,맛있다,14,9.0,3.0,2.0,1.214285714285714
2680,강릉엄지네꼬막집,3.4,광진구, 서울특별시 광진구 아차산로 375,주점, 만원-2만원,2021-06-08,맛있다,16,9.0,6.0,1.0,1.4874999999999998
2681,바른치킨,3.4,광진구, 서울특별시 광진구 아차산로29길 7,한식, 만원-2만원,2022-04-20,맛있다,13,6.0,5.0,2.0,0.523076923076923
2682,고흥순대국머리고기,3.4,광진구, 서울특별시 광진구 아차산로34길 16,한식, 만원 미만,2022-06-11,괜찮다,32,17.0,10.0,5.0,0.7437499999999999
2683,아오스요거트,3.4,광진구, 서울특별시 광진구 군자로5길 22,카페/디저트, 만원 미만,2022-01-16,별로,9,4.0,3.0,2.0,0.0
2684,니뽕내뽕,3.4,광진구, 서울특별시 광진구 동일로20길 60,중식, 만원 미만,2021-12-24,괜찮다,49,30.0,17.0,2.0,1.8040816326530613
2685,성수완당,3.4,광진구, 서울특별시 광진구 동일로20길 32,한식, 만원 미만,2022-08-09,괜찮다,6,2.0,4.0,0.0,1.1333333333333333
2686,미친양꼬치,3.4,광진구, 서울특별시 광진구 아차산로33길 16-4,중식, 만원-2만원,2022-07-01,별로,8,4.0,2.0,2.0,0.0
2687,홍대돈부리,3.3,광진구, 서울특별시 광진구 군자로 4,일식, 만원 미만,2022-03-11,맛있다,38,22.0,13.0,3.0,1.3894736842105262
2688,호야,3.3,광진구, 서울특별시 광진구 능동로13길 36,일식, 만원-2만원,2020-11-08,맛있다,31,14.0,11.0,6.0,0.21290322580645182
2689,함흥본가면옥,3.3,광진구, 서울특별시 광진구 광나루로 456,한식, 만원 미만,2022-07-15,괜찮다,28,13.0,12.0,3.0,0.825
2690,스시토푸,3.3,광진구, 서울특별시 광진구 아차산로 612,일식, 만원-2만원,2021-01-11,별로,28,15.0,4.0,9.0,-0.35357142857142865
2691,해피니스디저트,3.3,광진구, 서울특별시 광진구 아차산로 30길 31,카페/디저트, 만원 미만,2022-01-07,맛있다,20,13.0,4.0,3.0,1.1550000000000002
2692,범가,3.3,광진구, 서울특별시 광진구 광장로 58-1,중식, 만원-2만원,2021-04-21,괜찮다,16,10.0,2.0,4.0,0.4125000000000001
2693,커피마켓,3.3,광진구, 서울특별시 광진구 아차산로33길 60,카페/디저트, 만원 미만,2022-08-05,괜찮다,18,5.0,7.0,6.0,-1.2833333333333332
2694,메차쿠차,3.3,광진구, 서울특별시 광진구 구의강변로3길 11,일식, 만원 미만,2022-06-01,괜찮다,14,9.0,5.0,0.0,2.1214285714285714
2695,카페온,3.3,광진구, 서울특별시 광진구 능동로4길 3,카페/디저트, 만원 미만,2021-10-31,괜찮다,8,2.0,6.0,0.0,0.825
2696,라이트레인,3.3,광진구, 서울특별시 광진구 아차산로 200 커먼그라운드 3F,카페/디저트, 만원 미만,2022-02-17,괜찮다,6,1.0,5.0,0.0,0.5499999999999999
2697,캐치볼클럽,3.3,광진구, 서울특별시 광진구 동일로30길 51 B1,카페/디저트, 만원 미만,2022-04-19,괜찮다,5,1.0,4.0,0.0,0.6599999999999999
2698,은호초밥,3.2,광진구, 서울특별시 광진구 동일로20길 83,일식, 만원-2만원,2022-03-17,괜찮다,42,17.0,6.0,19.0,-1.6000000000000003
2699,보난자커피,3.2,광진구, 서울특별시 광진구 능동로 239,카페/디저트, 만원 미만,2022-07-20,괜찮다,7,1.0,4.0,2.0,-1.3714285714285714
2700,심마니,3.2,광진구, 서울특별시 광진구 아차산로31길 20-4,주점, 만원-2만원,2020-08-16,괜찮다,17,5.0,9.0,3.0,-0.18823529411764728
2701,설빙,3.1,광진구, 서울특별시 광진구 아차산로 229,카페/디저트, 만원 미만,2019-08-27,괜찮다,54,23.0,26.0,5.0,0.7462962962962963
2702,라화쿵부,3.1,광진구, 서울특별시 광진구 아차산로30길 42,중식, 만원 미만,4 일 전,맛있다,32,17.0,9.0,6.0,0.484375
2703,모모스테이크,3.1,광진구, 서울특별시 광진구 능동로13길 10 B1,양식, 만원 미만,2022-04-13,괜찮다,43,20.0,20.0,3.0,1.009302325581395
2704,대한곱창,3.1,광진구, 서울특별시 광진구 능동로36길 10,한식, 만원-2만원,2022-03-26,괜찮다,16,7.0,5.0,4.0,-0.1937500000000001
2705,바나나토크,3.1,광진구, 서울특별시 광진구 능동로 237,카페/디저트, 만원 미만,2022-02-04,별로,35,12.0,16.0,7.0,-0.17714285714285705
2706,사보텐,3.1,광진구, 서울특별시 광진구 아차산로 272 스타시티 B1,일식, 만원-2만원,2022-02-03,괜찮다,10,5.0,4.0,1.0,0.93
2707,마초쉐프,3.0,광진구, 서울특별시 광진구 능동로 125 2F,양식, 만원-2만원,2021-07-21,맛있다,24,18.0,3.0,3.0,1.5
2708,역전할머니맥주,3.0,광진구, 서울특별시 광진구 아차산로25길 13,주점, 만원-2만원,2022-01-11,괜찮다,10,3.0,6.0,1.0,0.30000000000000004
2709,도쿄스테이크,2.9,광진구, 서울특별시 광진구 능동로13길 27,양식, 만원 미만,2022-02-21,괜찮다,49,15.0,22.0,12.0,-0.5326530612244897
2710,잉글사이드,2.9,광진구, 서울특별시 광진구 능동로 282,양식, 만원-2만원,2021-11-15,별로,13,0.0,9.0,4.0,-1.7846153846153845
2711,동경규동,2.8,광진구, 서울특별시 광진구 아차산로 238,일식, 만원 미만,2022-05-20,별로,10,3.0,4.0,3.0,-0.8399999999999999
2712,프랭크버거,2.8,광진구, 서울특별시 광진구 아차산로29길 44 1F 104호,양식, 만원 미만,2022-01-29,괜찮다,6,0.0,4.0,2.0,-1.8666666666666665
2713,대성반점,4.6,강동구, 서울특별시 강동구 천중로15길 37,중식, 만원 미만,2022-07-30,맛있다,6,6.0,0.0,0.0,4.6
2714,등갈비달인,4.6,강동구, 서울특별시 강동구 천호대로158길 25 1F,한식, 만원-2만원,2022-07-31,맛있다,8,8.0,0.0,0.0,4.6
2715,얌얌카츠,4.4,강동구, 서울특별시 강동구 천호옛14길 22,일식, 만원-2만원,1 일 전,맛있다,30,25.0,4.0,1.0,3.3733333333333335
2716,신흥정육식당,4.4,강동구, 서울특별시 강동구 양재대로89길 16,한식, 2만원-3만원,2022-06-05,맛있다,11,10.0,1.0,0.0,4.0
2717,보타이,4.3,강동구, 서울특별시 강동구 풍성로 90 한스빌딩 1F,다국적음식, 만원-2만원,2022-06-11,맛있다,85,65.0,11.0,9.0,2.3776470588235292
2718,커피몽타주,4.3,강동구, 서울특별시 강동구 올림픽로48길 23-12 상지빌딩 1F,카페/디저트, 만원 미만,2022-07-15,괜찮다,77,61.0,15.0,1.0,3.294805194805195
2719,다람,4.3,강동구, 서울특별시 강동구 양재대로85길 29 유봉빌딩,한식, 만원-2만원,2022-08-01,괜찮다,18,14.0,4.0,0.0,3.344444444444444
2720,진미한우곱창,4.3,강동구, 서울특별시 강동구 천중로40길 50,한식, 2만원-3만원,2021-11-18,맛있다,27,22.0,3.0,2.0,2.8666666666666667
2721,짜장면 (휴업중),4.3,강동구, 서울특별시 강동구 진황도로 127 103호,중식, 만원 미만,2022-07-17,맛있다,4,4.0,0.0,0.0,4.3
2722,경양미식,4.3,강동구, 서울특별시 강동구 천호옛14길 23-4,한식, 만원-2만원,2022-04-10,괜찮다,12,9.0,3.0,0.0,3.2249999999999996
2723,고모네원조콩탕북어탕,4.3,강동구, 서울특별시 강동구 풍성로57길 13,기타, 만원-2만원,2022-08-07,맛있다,8,7.0,1.0,0.0,3.7624999999999997
2724,우리동네막국수국밥,4.3,강동구, 서울특별시 강동구 상암로4길 9 1F,한식, 만원 미만,2022-05-28,맛있다,7,7.0,0.0,0.0,4.3
2725,영화정해장국,4.3,강동구, 서울특별시 강동구 진황도로43길 9 1F,한식, 만원 미만,2022-06-15,맛있다,11,11.0,0.0,0.0,4.3
2726,대팔이네,4.3,강동구, 서울특별시 강동구 구천면로24길 20-9 1F,한식, 만원-2만원,2022-07-15,맛있다,7,7.0,0.0,0.0,4.3
2727,꿀꿀진순대국,4.3,강동구, 서울특별시 강동구 양재대로103길 70,한식, 만원 미만,2022-07-13,맛있다,4,4.0,0.0,0.0,4.3
2728,화진포막국수,4.2,강동구, 서울특별시 강동구 성내로10길 12,기타, 만원 미만,2 일 전,맛있다,37,32.0,4.0,1.0,3.4054054054054057
2729,쭈꾸쭈꾸쭈꾸미,4.2,강동구, 서울특별시 강동구 천호옛길 98,기타, 만원-2만원,2022-07-17,맛있다,60,46.0,8.0,6.0,2.38
2730,캄포,4.2,강동구, 서울특별시 강동구 양재대로128길 41 1F,양식, 2만원-3만원,2022-05-09,맛있다,8,7.0,1.0,0.0,3.6750000000000003
2731,푸지미곱창,4.2,강동구, 서울특별시 강동구 천호옛14길 23,한식, 만원 미만,2022-06-07,맛있다,18,15.0,3.0,0.0,3.5
2732,봉래면옥,4.1,강동구, 서울특별시 강동구 명일로 200-16,한식, 만원 미만,2022-06-21,괜찮다,36,27.0,8.0,1.0,2.847222222222222
2733,데카망,4.1,강동구, 서울특별시 강동구 천호옛14길 35,일식, 만원-2만원,2022-08-04,맛있다,42,35.0,4.0,3.0,2.8309523809523807
2734,8번가,4.1,강동구, 서울특별시 강동구 천호대로157길 18 원방빌딩,한식, 만원-2만원,2022-07-31,맛있다,16,11.0,4.0,1.0,2.3062499999999995
2735,피콜로,4.1,강동구, 서울특별시 강동구 천호대로168가길 51,양식, 2만원-3만원,2022-06-30,맛있다,15,11.0,1.0,3.0,1.3666666666666665
2736,소문난칼국수,4.1,강동구, 서울특별시 강동구 천호대로 1045 일성하이츠오피스텔 2F,한식, 만원 미만,2022-07-26,맛있다,8,6.0,2.0,0.0,3.0749999999999997
2737,천호누룽지통닭구이,4.1,강동구, 서울특별시 강동구 천호옛14길 35 1F,한식, 만원-2만원,2022-06-28,맛있다,8,7.0,1.0,0.0,3.5874999999999995
2738,백년화편,4.1,강동구, 서울특별시 강동구 양재대로81길 18 1F,카페/디저트, 만원 미만,2021-11-21,맛있다,16,14.0,2.0,0.0,3.5874999999999995
2739,유미벅스,4.0,강동구, 서울특별시 강동구 진황도로27길 4,주점, 만원-2만원,2022-01-19,맛있다,37,30.0,3.0,4.0,2.3783783783783785
2740,풍년상회쪽갈비,4.0,강동구, 서울특별시 강동구 천호옛14길 23-6,한식, 만원-2만원,2022-06-04,맛있다,26,19.0,7.0,0.0,2.923076923076923
2741,히든브라운,4.0,강동구, 서울특별시 강동구 성안로9길 50 둘리빌딩 1F 101호,카페/디저트, 만원 미만,2022-02-02,맛있다,16,13.0,3.0,0.0,3.25
2742,반피셋,4.0,강동구, 서울특별시 강동구 양재대로 1500 105호,다국적음식, 만원-2만원,2022-04-17,맛있다,14,13.0,1.0,0.0,3.7142857142857144
2743,두리돈까스,4.0,강동구, 서울특별시 강동구 고덕로 89 2F,한식, 만원 미만,2022-07-10,맛있다,22,15.0,5.0,2.0,1.9999999999999998
2744,아키노유키,3.9,강동구, 서울특별시 강동구 올림픽로70길 50-7,주점, 만원-2만원,2022-03-13,맛있다,45,34.0,10.0,1.0,2.773333333333333
2745,채스우드커피,3.9,강동구, 서울특별시 강동구 성안로 42 1F,카페/디저트, 만원 미만,2022-04-10,맛있다,19,14.0,3.0,2.0,2.0526315789473686
2746,평상시,3.9,강동구, 서울특별시 강동구 고덕로20길 26 1F,카페/디저트, 만원 미만,2022-05-29,맛있다,12,10.0,1.0,1.0,2.6
2747,황푸차이나,3.9,강동구, 서울특별시 강동구 양재대로 1590 1F,중식, 만원-2만원,2022-07-05,맛있다,18,14.0,1.0,3.0,1.7333333333333334
2748,피에로커피,3.9,강동구, 서울특별시 강동구 성내로14길 27 1F,카페/디저트, 만원 미만,2022-06-15,맛있다,22,13.0,8.0,1.0,1.9499999999999997
2749,카페온도,3.9,강동구, 서울특별시 강동구 양재대로103길 40 101호,카페/디저트, 만원 미만,2022-01-25,맛있다,14,12.0,2.0,0.0,3.3428571428571425
2750,송월냉면,3.9,강동구, 서울특별시 강동구 구천면로29길 26,한식, 만원 미만,2022-05-07,별로,13,9.0,3.0,1.0,2.1
2751,평양만두집,3.9,강동구, 서울특별시 강동구 성내로 14,한식, 만원 미만,2022-08-05,맛있다,14,12.0,2.0,0.0,3.3428571428571425
2752,애크로매틱 커피 컴퍼니,3.9,강동구, 서울특별시 강동구 성내로14길 37,카페/디저트, 만원 미만,2022-07-16,별로,14,12.0,1.0,1.0,2.7857142857142856
2753,똥찌비,3.9,강동구, 서울특별시 강동구 천호대로159길 25 1F,주점, 만원-2만원,2022-04-04,맛있다,13,11.0,1.0,1.0,2.6999999999999997
2754,족발선생,3.9,강동구, 서울특별시 강동구 올림픽로70길 51-6,한식, 만원-2만원,2022-02-11,맛있다,23,18.0,4.0,1.0,2.71304347826087
2755,천호쭈꾸미,3.9,강동구, 서울특별시 강동구 천호대로158길 14,기타, 만원 미만,2021-10-12,맛있다,21,16.0,3.0,2.0,2.2285714285714286
2756,영춘똥꼬닭발,3.9,강동구, 서울특별시 강동구 올림픽로62길 38,한식, 만원-2만원,2022-01-17,맛있다,19,17.0,1.0,1.0,3.0789473684210527
2757,벌스커피,3.9,강동구, 서울특별시 강동구 성내로5길 34,카페/디저트, 만원 미만,2022-03-04,맛있다,6,4.0,2.0,0.0,2.6
2758,미분당,3.9,강동구, 서울특별시 강동구 양재대로112길 13 103호,다국적음식, 만원 미만,2022-03-12,맛있다,5,4.0,1.0,0.0,3.12
2759,솜솜베이커리,3.8,강동구, 서울특별시 강동구 암사1가길 37,카페/디저트, 만원 미만,2022-06-03,괜찮다,34,27.0,5.0,2.0,2.5705882352941174
2760,스시마에,3.8,강동구, 서울특별시 강동구 성내로 40 동흔빌딩 1F,일식, 만원-2만원,2022-06-18,괜찮다,10,8.0,2.0,0.0,3.04
2761,갓잇,3.8,강동구, 서울특별시 강동구 성안로 14,다국적음식, 만원 미만,2022-04-12,맛있다,24,17.0,7.0,0.0,2.6916666666666664
2762,미드데이썬,3.8,강동구, 서울특별시 강동구 양재대로91나길 55,카페/디저트, 만원-2만원,2022-02-04,괜찮다,12,8.0,4.0,0.0,2.533333333333333
2763,피카피오,3.8,강동구, 서울특별시 강동구 천호대로 1065,카페/디저트, 만원 미만,2022-03-19,맛있다,21,13.0,8.0,0.0,2.3523809523809525
2764,모리식당,3.8,강동구, 서울특별시 강동구 양재대로113길 8,일식, 만원 미만,2022-01-12,괜찮다,14,9.0,3.0,2.0,1.357142857142857
2765,펠어커피,3.8,강동구, 서울특별시 강동구 천호옛14길 23-12 1F 102호,카페/디저트, 만원 미만,2022-01-28,괜찮다,8,6.0,2.0,0.0,2.8499999999999996
2766,브로일링커피컴퍼니,3.8,강동구, 서울특별시 강동구 성내로10길 9-6 1F,카페/디저트, 만원 미만,2022-06-01,괜찮다,10,5.0,5.0,0.0,1.9
2767,블랑제리 11 17,3.7,강동구, 서울특별시 강동구 올림픽로 624,카페/디저트, 만원 미만,2022-06-27,맛있다,78,59.0,18.0,1.0,2.703846153846154
2768,통로,3.7,강동구, 서울특별시 강동구 강동대로55길 25,다국적음식, 만원 미만,2021-07-05,맛있다,20,18.0,0.0,2.0,2.5900000000000007
2769,에이컷스테이크,3.7,강동구, 서울특별시 강동구 강동대로 187 파크비유캐슬 2F,양식, 2만원-3만원,6 일 전,맛있다,16,6.0,7.0,3.0,0.0
2770,프언타이,3.7,강동구, 서울특별시 광진구 아차산로 431 강변SK뷰 상가3동 B103호,다국적음식, 만원-2만원,2021-10-17,별로,26,19.0,2.0,5.0,1.2807692307692304
2771,셀프하우스,3.7,강동구, 서울특별시 강동구 올림픽로 572,한식, 만원 미만,2021-12-25,맛있다,61,34.0,19.0,8.0,1.0918032786885248
2772,하다식당 (휴업중),3.7,강동구, 서울특별시 강동구 풍성로 105,일식, 만원 미만,2022-04-24,괜찮다,18,12.0,5.0,1.0,2.055555555555556
2773,율베이커리,3.7,강동구, 서울특별시 강동구 양재대로103길 43,카페/디저트, 만원 미만,2022-06-19,별로,22,16.0,5.0,1.0,2.3545454545454545
2774,월요일,3.7,강동구, 서울특별시 강동구 올림픽로62길 18 1F,주점, 2만원-3만원,2022-07-10,맛있다,8,6.0,1.0,1.0,1.8500000000000003
