,식당명,별점,구,주소,음식종류,가격대,리뷰날짜,리뷰평가,리뷰수,맛있다수,괜찮다수,별로다수
3825,소금집델리 망원,4.5,마포구, 서울특별시 마포구 월드컵로19길 14 2F,양식, 만원-2만원,2022-08-05,맛있다,235,176.0,35.0,24.0
3826,쿠이신보,4.5,마포구, 서울특별시 마포구 양화로6길 38 2F,주점, 만원-2만원,1 일 전,별로,124,96.0,20.0,8.0
3827,듁스커피,4.5,마포구, 서울특별시 마포구 어울마당로2길 10,카페/디저트, 만원 미만,2022-07-30,맛있다,156,140.0,13.0,3.0
3828,라무라,4.5,마포구, 서울특별시 마포구 포은로 21 1F,일식, 만원 미만,2022-07-31,맛있다,94,73.0,18.0,3.0
3829,혼네,4.5,마포구, 서울특별시 마포구 동교로46길 42-3,일식, 만원-2만원,2022-08-11,맛있다,149,113.0,22.0,14.0
3830,스시올로지,4.5,마포구, 서울특별시 마포구 동교로 266-11,일식, 만원-2만원,6 일 전,맛있다,90,71.0,13.0,6.0
3831,멘야준,4.5,마포구, 서울특별시 마포구 동교로 128,일식, 만원 미만,2022-07-31,맛있다,88,71.0,14.0,3.0
3832,소점,4.5,마포구, 서울특별시 마포구 성미산로17길 99,일식, 만원-2만원,2022-06-27,맛있다,61,52.0,6.0,3.0
3833,마루심,4.5,마포구, 서울특별시 마포구 토정로 316 성진빌딩 1F,일식, 3만원-4만원,2 시간 전,맛있다,48,40.0,5.0,3.0
3834,비파티세리,4.5,마포구, 서울특별시 마포구 마포대로14길 4 1F,카페/디저트, 만원 미만,2022-07-23,맛있다,47,41.0,6.0,0.0
